"waluta","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Generacja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Spalanie W Mieœcie","Typ nadwozia","Emisja CO2","Liczba drzwi","Liczba miejsc","Kolor","Rodzaj koloru","VAT mar¿a","Kraj pochodzenia","Bezwypadkowy","Serwisowany w ASO","Stan","Mo¿liwoœæ finansowania","Faktura VAT","Leasing","Op³ata pocz¹tkowa","Miesiêczna rata","Liczba pozosta³ych rat","Okres gwarancji producenta","Wartoœæ wykupu","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Pierwszy w³aœciciel","Filtr cz¹stek sta³ych","Spalanie W Cyklu Mieszanym","Spalanie Poza Miastem","Homologacja ciê¿arowa","Gwarancja dealerska (w cenie)","Zarejestrowany jako zabytek","lub do (przebieg km)","Uszkodzony","Kierownica po prawej (Anglik)","Tuning"
"PLN","55 000","Firmy","Osobowe","Audi","Q5","2.0 TFSI quattro","8R (2008-2016)","2011","240 000 km","1 984 cm3","Benzyna","211 KM","Manualna","4x4 (sta³y)","10,30 l/100km","SUV","188 g/km","5","5","Czarny","Metalik",NA,NA,"Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","129 900","Firmy","Osobowe","Audi","A7",NA,"C7 (2011-2018)","2014","112 300 km","2 995 cm3","Benzyna","333 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"5","5","Br¹zowy","Metalik",NA,NA,"Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","31 900","Osoby prywatnej","Osobowe","Audi","A3","2.0 TDI Sportback DPF quattro","8P (2003-2012)","2010","241 500 km","1 968 cm3","Diesel","140 KM","Manualna","4x4 (do³¹czany automatycznie)","6,30 l/100km","Kompakt",NA,"5","5","Szary",NA,"Tak","W³ochy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"null",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","21 400","Osoby prywatnej","Osobowe","Audi","A4",NA,"B7 (2004-2007)","2007","216 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a","11 l/100km","Sedan",NA,"5","5","Niebieski","Metalik",NA,"Niemcy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"10/10/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","39 999","Firmy","Osobowe","Audi","A4",NA,"B8 (2007-2015)","2011","349 000 km","2 967 cm3","Diesel","240 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Kombi",NA,"5","5","Czarny",NA,"Tak","Niemcy","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","279 900","Osoby prywatnej","Osobowe","Audi","R8","Spyder 4.2 FSI quattro R tronic",NA,"2012","88 000 km","4 163 cm3","Benzyna","430 KM","Automatyczna","4x4 (sta³y)","20,10 l/100km","Kabriolet","315 g/km","2","2","Bia³y","Metalik",NA,"Polska",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"13/06/2012","S1TOY","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","18 800","Osoby prywatnej","Osobowe","Audi","A4",NA,"B7 (2004-2007)","2006","313 000 km","1 781 cm3","Benzyna","163 KM","Manualna","Na przednie ko³a",NA,"Kombi",NA,"5","5","Srebrny","Metalik",NA,NA,"Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"17/05/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","54 000","Osoby prywatnej","Osobowe","Audi","A8","4.2 FSI L Quattro","D4 (2010-)","2012","190 000 km","4 163 cm3","Benzyna","372 KM","Automatyczna",NA,"13 l/100km","Sedan",NA,"4",NA,"Czarny",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","46 900","Osoby prywatnej","Osobowe","Audi","A5","1.8 TFSI Sportback multitronic","8T (2007-2016)","2010","185 300 km","1 798 cm3","Benzyna","160 KM","Automatyczna",NA,"9,40 l/100km","Sedan",NA,"5","5","Czarny",NA,NA,"Niemcy",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","25 900","Osoby prywatnej","Osobowe","Audi","A3","2.0 TDI","8V (2012-)","2013","276 000 km","1 968 cm3","Diesel","150 KM","Manualna","Na przednie ko³a","4,90 l/100km","Kompakt","106 g/km","3","5","Szary","Metalik",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
"PLN","69 000","Osoby prywatnej","Osobowe","Audi","A3","1.4 TFSI Sportback e-tron",NA,"2015","169 000 km","1 395 cm3","Hybryda","150 KM","Automatyczna","Na przednie ko³a",NA,"Kompakt",NA,"5","5","Szary","Per³owy",NA,"Holandia","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","149 000","Firmy","Osobowe","Audi","A6 Allroad","quattro 3.0 TDI tiptronic DPF","C7 (2012-)","2016","125 000 km","2 967 cm3","Diesel","320 KM","Automatyczna","4x4 (sta³y)","7,70 l/100km","Kombi","172 g/km","5","5","Szary","Metalik","Tak",NA,"Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","36 900","Osoby prywatnej","Osobowe","Audi","A1","1.2 TFSI Sportback",NA,"2012","115 570 km","1 197 cm3","Benzyna","86 KM","Manualna","Na przednie ko³a","6,20 l/100km","Auta miejskie","116 g/km","5","5","Bia³y","Metalik","Tak",NA,"Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","32 900","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI","B8 (2007-2015)","2009","225 000 km","1 968 cm3","Diesel","120 KM","Manualna","Na przednie ko³a","6 l/100km","Kombi","140 g/km","5","5","Czarny","Metalik","Tak","Niemcy","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","50 900","Firmy","Osobowe","Audi","A3","1.4 TFSI Limousine","8V (2012-)","2015","81 000 km","1 395 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a","6,90 l/100km","Sedan","120 g/km","4","5","Inny kolor","Metalik",NA,"Niemcy",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"29/12/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
"PLN","37 900","Firmy","Osobowe","Audi","A3","1.6 TDI Sportback S tronic","8V (2012-)","2014","227 000 km","1 598 cm3","Diesel","105 KM","Automatyczna","Na przednie ko³a","4,80 l/100km","Kompakt","102 g/km","5","5","Czarny",NA,NA,"Niemcy",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","45 500","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI Quattro","B8 (2007-2015)","2011","208 000 km","1 968 cm3","Diesel","170 KM","Manualna","4x4 (sta³y)","6 l/100km","Kombi","162 g/km","5","5","Szary","Metalik",NA,"Szwecja","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"02/03/2011","KOL 32164",NA,NA,"Tak",NA,NA,NA,NA,NA,"208 000 km",NA,NA,NA
"PLN","54 900","Firmy","Osobowe","Audi","A4","2.0 TDI ultra","B8 (2007-2015)","2016","203 940 km","1 968 cm3","Diesel","136 KM","Manualna","Na przednie ko³a","4 l/100km","Kombi","109 g/km","5","5","Szary","Metalik","Tak","Niemcy",NA,"Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","35 700","Osoby prywatnej","Osobowe","Audi","A3","1.6 TDI Sportback DPF","8P (2003-2012)","2011","146 200 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","5,10 l/100km","Kompakt",NA,"5","5","Niebieski","Metalik",NA,"Belgia","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"09/02/2011","1lss571",NA,"Tak","Tak",NA,"4.3 l/100km",NA,NA,NA,NA,NA,NA,NA
"PLN","8 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"C5 (1997-2004)","1998","210 000 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Sedan",NA,"5","5","Szary","Metalik",NA,"Niemcy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"07/04/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","17 990","Firmy","Osobowe","Audi","A6",NA,"C5 (1997-2004)","2002","299 720 km","2 393 cm3","Benzyna+LPG","170 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi",NA,"5","5","Czarny","Metalik","Tak",NA,NA,NA,"U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"19/04/2002","KWA09178","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","27 900","Osoby prywatnej","Osobowe","Audi","A1","1.6 TDI Ambition",NA,"2012","198 219 km","1 598 cm3","Diesel","90 KM","Manualna",NA,"4 l/100km","Auta miejskie","99 g/km","3","5","Czarny",NA,"Tak",NA,"Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 l/100km","3 l/100km",NA,NA,NA,NA,NA,NA,NA
"PLN","47 900","Osoby prywatnej","Osobowe","Audi","A3","1.6 TDI Sportback","8V (2012-)","2014","137 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","4,60 l/100km","Kompakt",NA,"5","5","Bia³y","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","273 450","Firmy","Osobowe","Audi","Q4","e-tron 40 Advanced",NA,"2021","20 km",NA,"Elektryczny","204 KM","Automatyczna","Na tylne ko³a",NA,"SUV",NA,"5","5","Szary","Matowy",NA,NA,"Tak",NA,"Nowe","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","18 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"8P (2003-2012)","2008","211 463 km","1 896 cm3","Diesel","105 KM","Manualna",NA,NA,"Kompakt",NA,"5",NA,"Niebieski","Metalik","Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","11 900","Osoby prywatnej","Osobowe","Audi","A3","1.9 TDI Ambiente","8P (2003-2012)","2004","282 900 km","1 896 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","7 l/100km","Kompakt",NA,"3","5","Niebieski","Metalik","Tak","Niemcy",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","84 900","Osoby prywatnej","Osobowe","Audi","Q3",NA,NA,"2016","58 000 km","1 984 cm3","Benzyna","220 KM","Automatyczna","4x4 (sta³y)",NA,"SUV",NA,"5","5","Bia³y",NA,NA,"Stany Zjednoczone",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSR5876C","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","12 999","Firmy","Osobowe","Audi","A4","1.9 TDI Multitronic","B6 (2000-2004)","2003","241 234 km","1 896 cm3","Diesel","130 KM","Automatyczna","Na przednie ko³a","7 l/100km","Sedan",NA,"4","5","Szary","Metalik",NA,"Francja","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","26 000","Osoby prywatnej","Osobowe","Audi","A4","2.0T FSI Quattro","B7 (2004-2007)","2006","301 000 km","1 984 cm3","Benzyna","200 KM","Manualna","4x4 (sta³y)","12 l/100km","Sedan",NA,"5","5","Czerwony",NA,NA,"Szwajcaria","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"24/07/2006",NA,"Tak",NA,NA,"10 l/100km","8.5 l/100km",NA,NA,NA,NA,NA,NA,NA
"PLN","27 800","Firmy","Osobowe","Audi","A6","3.0 TDI Quattro","C6 (2004-2011)","2008","275 000 km","2 967 cm3","Diesel","233 KM","Manualna","4x4 (sta³y)","11 l/100km","Kombi",NA,"5","5","Czarny","Metalik","Tak",NA,"Tak",NA,"U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"3 miesiêcy",NA,NA,NA,NA,NA
"PLN","46 800","Firmy","Osobowe","Audi","A5","2.0 TFSI Sportback","8T (2007-2016)","2011","245 000 km","1 984 cm3","Benzyna","211 KM","Manualna","Na przednie ko³a","8,30 l/100km","Coupe",NA,"5","5","Czarny","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"1 miesiêcy",NA,NA,NA,NA,NA
"PLN","99 800","Osoby prywatnej","Osobowe","Audi","A7","3.0 TDI multitronic","C7 (2011-2018)","2012","63 000 km","2 967 cm3","Diesel","204 KM","Automatyczna","Na przednie ko³a","5,90 l/100km","Sedan","135 g/km","5","5","Br¹zowy","Metalik",NA,"Francja",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","68 000","Osoby prywatnej","Osobowe","Audi","A6","2.0 TFSI quattro S tronic","C7 (2011-2018)","2014","103 824 km","1 984 cm3","Benzyna","252 KM","Automatyczna","4x4 (sta³y)","8,30 l/100km","Sedan","153 g/km","4","5","Bia³y","Per³owy",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/2014","W3FN","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","250 000","Firmy","Osobowe","Audi","S5","Cabrio 3.0 TFSI quattro tiptronic",NA,"2018","73 000 km","2 995 cm3","Benzyna","354 KM","Automatyczna","4x4 (sta³y)","10,50 l/100km","Kabriolet","175 g/km","2","4","Bia³y","Per³owy",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"20/02/2018",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","25 900","Osoby prywatnej","Osobowe","Audi","A3","1.6 Attraction","8P (2003-2012)","2009","114 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a","9 l/100km","Kompakt","164 g/km","5","5","Niebieski",NA,"Tak",NA,NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","49 700","Firmy","Osobowe","Audi","A8","4.2 FSI Quattro","D4 (2010-)","2010","208 000 km","4 163 cm3","Benzyna","372 KM","Automatyczna","4x4 (sta³y)","13 l/100km","Sedan","219 g/km","4","5","Inny kolor","Metalik","Tak","Niemcy",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"04/05/2010",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
"PLN","35 990","Firmy","Osobowe","Audi","TT","Coupe 2.0 TFSI S tronic","8J (2006-2013)","2008","135 690 km","1 984 cm3","Benzyna","200 KM","Automatyczna","Na przednie ko³a","10,60 l/100km","Coupe","183 g/km","2","4","Szary",NA,"Tak",NA,NA,NA,"U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"06/08/2008","SZ4514N","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","27 900","Firmy","Osobowe","Audi","A4","Avant 2.0 TFSI","B8 (2007-2015)","2008","260 000 km","1 984 cm3","Benzyna","180 KM","Manualna","Na przednie ko³a","8,40 l/100km","Kombi","154 g/km","5","5","Czarny","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","83 900","Firmy","Osobowe","Audi","A6 Allroad","quattro 3.0 TDI S tronic DPF","C7 (2012-)","2018","201 656 km","2 967 cm3","Diesel","217 KM","Automatyczna","4x4 (sta³y)","6,50 l/100km","Kombi","145 g/km","5","5","Czarny","Metalik","Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
"PLN","99 000","Osoby prywatnej","Osobowe","Audi","A8","4.2 TDI Quattro","D4 (2010-)","2012","189 000 km","4 134 cm3","Diesel","350 KM","Automatyczna","4x4 (sta³y)","10 l/100km","Sedan","199 g/km","4","5","Br¹zowy","Metalik",NA,NA,"Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","23 500","Osoby prywatnej","Osobowe","Audi","A3",NA,"8P (2003-2012)","2007","186 000 km","1 595 cm3","Benzyna+LPG","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt",NA,"5","5","Bordowy","Metalik",NA,"Polska",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"25/06/2007","SMI09641","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","19 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0 TDI DPF","B7 (2004-2007)","2007","260 000 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","7 l/100km","Kombi","154 g/km","5","5","Czarny","Metalik","Tak","Niemcy",NA,"Tak","U¿ywane","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","42 000","Osoby prywatnej","Osobowe","Audi","A4",NA,"B8 (2007-2015)","2013","208 400 km","1 968 cm3","Diesel","136 KM","Manualna","Na przednie ko³a",NA,"Kombi","120 g/km","5","5","Srebrny","Metalik",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WPL67441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","26 999","Osoby prywatnej","Osobowe","Audi","A6","2.4","C6 (2004-2011)","2006","249 000 km","2 393 cm3","Benzyna","177 KM","Manualna","Na przednie ko³a","14 l/100km","Sedan","161 g/km","4","5","Czarny","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","19 900","Firmy","Osobowe","Audi","A5","2.7 TDI Multitronic","8T (2007-2016)","2007","232 000 km","2 698 cm3","Diesel","190 KM","Automatyczna","Na przednie ko³a","7 l/100km","Coupe","167 g/km","2","4","Srebrny","Metalik","Tak","Francja",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"18/12/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
"PLN","54 900","Osoby prywatnej","Osobowe","Audi","Q5",NA,"8R (2008-2016)","2010","229 000 km","1 968 cm3","Diesel","170 KM","Automatyczna","4x4 (sta³y)",NA,"SUV","159 g/km","5","5","Czarny",NA,NA,"Niemcy",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"XXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","39 900","Osoby prywatnej","Osobowe","Audi","S4","3.0 TFSI Quattro S tronic","B8 (2007-2015)","2015","103 419 km","2 995 cm3","Benzyna","333 KM","Automatyczna",NA,"10 l/100km","Sedan",NA,"4","5","Szary","Per³owy","Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"21/12/2015",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
"PLN","97 000","Osoby prywatnej","Osobowe","Audi","A6","Avant 3.0 TDI quattro S tronic","C7 (2011-2018)","2015","176 000 km","2 967 cm3","Diesel","272 KM","Automatyczna","4x4 (sta³y)","6 l/100km","Kombi","138 g/km","5","5","Inny kolor","Per³owy",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"02/04/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","159 000","Firmy","Osobowe","Audi","A5","2.0 TFSI Quattro S tronic","F5 (2016-)","2016","89 000 km","1 984 cm3","Benzyna","252 KM","Automatyczna","4x4 (sta³y)","8 l/100km","Coupe","136 g/km","2","5","Zielony","Per³owy",NA,"Niemcy","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"31/08/2016","PNT63778","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","9 800","Firmy","Osobowe","Audi","A6",NA,"C5 (1997-2004)","1998","282 000 km","2 771 cm3","Benzyna","193 KM","Manualna","Na przednie ko³a",NA,"Sedan","112 g/km","4","5","Czarny","Metalik",NA,"Niemcy","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","126 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0 TFSI quattro S tronic","B9 (2015-)","2016","119 014 km","1 984 cm3","Benzyna","252 KM","Automatyczna","4x4 (sta³y)","7,70 l/100km","Kombi","139 g/km","5","5","Czarny","Metalik",NA,NA,"Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","12 499","Firmy","Osobowe","Audi","A4","Avant 2.0","B6 (2000-2004)","2002","280 356 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna","Na przednie ko³a","11 l/100km","Kombi",NA,"5","5","Inny kolor","Metalik","Tak","Niemcy","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"22/03/2002","CGR21643","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","25 900","Firmy","Osobowe","Audi","A4",NA,"B7 (2004-2007)","2006","232 141 km","1 900 cm3","Diesel","115 KM","Manualna","Na przednie ko³a",NA,"Kombi",NA,"5","5","Czarny","Metalik","Tak",NA,"Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","37 900","Firmy","Osobowe","Audi","A4",NA,"B8 (2007-2015)","2008","161 241 km","1 968 cm3","Diesel","143 KM","Manualna","Na przednie ko³a",NA,"Kombi",NA,"5","5","Szary","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","27 900","Firmy","Osobowe","Audi","A3","1.9 TDI DPF Ambiente",NA,"2009","228 103 km","1 896 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","6 l/100km","Auta miejskie",NA,"5","5","Czarny","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"12/10/2009","null",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
